Company Name,Year,Advertising,Cash Flow from Operations,Current Assets,Current Liabilities,Earnings Before Tax,EBITDA,Inventories,Long Term Debt,Net Income,Net Property Plant & Equip,Operating Income,Research & Development,Selling General & Admin,Stockholders Equity,Total Assets,Total Liabilities,Total Revenue
Mondelez International Inc,2019,1208000000,3965000000,7630000000,15322000000,3447000000,4750000000,2546000000,14207000000,3870000000,8733000000,3799000000,351000000,6136000000,27275000000,64549000000,37274000000,25868000000
Monolithic Power Systems Inc,2019,-,216303000,655206000,98225000,113120000,119829000,127500000,-,108839000,228315000,102562000,107757000,133542000,773491000,956375000,182884000,627921000
Monster Beverage Corp (New),2019,391600000,1113762000,2316309000,661097000,1415962000,1465062000,360731000,-,1107835000,298640000,1402939000,-,-,4171281000,5150352000,979071000,4200819000
Moody's Corp.,2019,-,1675000000,3679000000,1912000000,1797000000,2205000000,-,5581000000,1422000000,292000000,1998000000,-,1167000000,612000000,10265000000,9653000000,4829000000
Morgan Stanley,2019,-,40773000000,-,-,11301000000,-,-,-,9042000000,-,-,-,-,81549000000,895429000000.00,813880000000.00,53823000000
Mosaic Co (The),2019,-,1095400000,3718200000,2591700000,-1256100000,-195600000,2076400000,4525500000,-1067400000,11690000000,-1094900000,-,354100000,9185500000,19298500000,10113000000,8906300000
Motorola Solutions Inc,2019,-,1823000000,4178000000,3439000000,1001000000,1615000000,447000000,5113000000,868000000,992000000,1581000000,687000000,1403000000,-700000000,10642000000,11342000000,7887000000
MSCI Inc,2019,-,709523000,2081777000,900786000,603318000,814366000,-,3071926000,563648000,90708000,755701000,98334000,329391000,-76714000,4204439000,4281153000,1557796000
Nasdaq Inc,2019,-,963000000,4290000000,4227000000,935000000,1138000000,-,2996000000,774000000,384000000,1017000000,-,1228000000,5639000000,13924000000,8285000000,4262000000
"NetApp, Inc.",2019,-,1341000000,5610000000,3867000000,1268000000,1435000000,131000000,1144000000,1169000000,759000000,1148000000,827000000,1935000000,1090000000,8741000000,7651000000,6146000000
Netflix Inc,2019,1879000000,-2887322000,6178504000,6855696000,2062231000,11924080000,-,14759260000,1866916000,565221000,2604254000,1545149000,3566831000,7582157000,33975712000,26393555000,20156447000
Newell Brands Inc,2019,-,1044000000,4109900000,2978000000,-851600000,-294300000,1606700000,5391300000,106600000,1154900000,-481700000,149000000,2451000000,4963300000,15642000000,10678700000,9714900000
Newmont Corp,2019,-,2866000000,6272000000,2385000000,3693000000,5897000000,1826000000,6734000000,2805000000,25276000000,1277000000,150000000,313000000,21420000000,39974000000,18554000000,9740000000
News Corp (New),2019,669000000,928000000,4050000000,3340000000,371000000,963000000,348000000,1004000000,155000000,2554000000,421000000,-,3208000000,9144000000,15711000000,6567000000,10074000000
NextEra Energy Inc,2019,-,8155000000,7408000000,13853000000,3770000000,10376000000,1328000000,37543000000,3769000000,82010000000,4947000000,-,1697000000,37005000000,117691000000.00,80686000000,19204000000
Nielsen Holdings PLC,2019,18000000,1066000000,1977000000,2501000000,-663000000,-114000000,-,7395000000,-415000000,466000000,-93000000,-,1929000000,2195000000,14319000000,12124000000,6498000000
NIKE Inc,2019,3753000000,5903000000,16525000000,7866000000,4801000000,5555000000,5622000000,3464000000,4029000000,4744000000,4850000000,-,12702000000,9040000000,23717000000,14677000000,39117000000
NiSource Inc. (Holding Co.),2019,-,1583300000,1853900000,3745800000,506600000,1292300000,424700000,7856200000,383100000,16912200000,890700000,-,1354700000,5986700000,22659800000,16673100000,5208900000
Norfolk Southern Corp,2019,-,3892000000,2081000000,2300000000,3491000000,5234000000,244000000,11880000000,2722000000,31614000000,3989000000,-,2751000000,15184000000,37923000000,22739000000,11296000000
Northern Trust Corp,2019,-,2592000000,-,-,1944100000,-,-,-,1492200000,483300000,-,-,-,11091000000,136828400000.00,125737400000.00,6895100000
Northrop Grumman Corp,2019,-,4297000000,10685000000,9434000000,2548000000,4094000000,783000000,12770000000,2248000000,6912000000,3969000000,953000000,3290000000,8819000000,41089000000,32270000000,33841000000
NortonLifeLock Inc,2019,331000000,1495000000,3186000000,3766000000,108000000,653000000,-,3961000000,31000000,790000000,380000000,913000000,1940000000,5738000000,15938000000,10200000000,4731000000
Norwegian Cruise Line Holdings Ltd,2019,400600000,1822605000,730145000,3584390000,911365000,1811932000,95427000,6055335000,930228000,13135337000,1178077000,-,974850000,6515579000,16684599000,10169020000,6462376000
NRG Energy Inc,2019,66000000,1413000000,3088000000,2359000000,784000000,1706000000,383000000,5803000000,4438000000,2593000000,1283000000,7000000,827000000,1658000000,12531000000,10873000000,9821000000
Nucor Corp.,2019,-,2809413000,8226370000,2463774000,1779496000,2549832000,3842095000,4291301000,1271143000,6178555000,1900921000,-,711248000,10357866000,18344666000,7986800000,22588858000
NVIDIA Corp,2019,21000000,3743000000,10557000000,1329000000,3896000000,4051000000,1575000000,1988000000,4141000000,1404000000,3804000000,2376000000,991000000,9342000000,13292000000,3950000000,11716000000
NVR Inc.,2019,-,866535000,2507811000,438858000,1025795000,1071993000,1347288000,598301000,878539000,58088000,1051175000,-,527405000,2341244000,3809815000,1468571000,7428442000
NXP Semiconductors NV,2019,-,2373000000,3267000000,1791000000,291000000,2557000000,1192000000,7365000000,243000000,2448000000,641000000,1643000000,924000000,9441000000,20016000000,10575000000,8877000000
"O'Reilly Automotive, Inc.",2019,79300000,1708479000,3833662000,4469427000,1790329000,2195059000,3454092000,3890527000,1391042000,3948203000,1920726000,-,3473965000,397340000,10717160000,10319820000,10149985000
Occidental Petroleum Corp,2019,-,7375000000,18681000000,14949000000,-187000000,6860000000,1447000000,38537000000,-667000000,80469000000,646000000,-,1503000000,34232000000,109330000000.00,75098000000,21232000000
"Old Dominion Freight Line, Inc.",2019,28300000,983888000,866834000,366085000,823949000,1071263000,-,45000000,615518000,2968835000,818706000,-,2918542000,3080717000,3995568000,914851000,4109111000
"Omnicom Group, Inc.",2019,-,1856000000,14584700000,15980900000,1938300000,2206100000,1257600000,4531900000,1339100000,663400000,2122300000,-,405900000,2853900000,26783400000,23929500000,14953700000
ONEOK Inc,2019,-,1946779000,1470334000,2020298000,1496450000,2464758000,506675000,12479757000,1278577000,18348685000,1916928000,-,0,6225951000,21812121000,15586170000,10164367000
Oracle Corp,2019,169000000,14551000000,46386000000,18630000000,12420000000,16329000000,-,51673000000,11083000000,6252000000,13535000000,6026000000,9823000000,21785000000,108709000000.00,86924000000,39506000000
Organon & Co,2019,298000000,2767000000,3955000000,1341000000,3555000000,3896000000,1071000000,70000000,3218000000,680000000,3554000000,332000000,1922000000,7035000000,10548000000,3513000000,9530000000
Otis Worldwide Corp,2019,-,1469000000,5658000000,5374000000,1861000000,1932000000,571000000,-,1116000000,721000000,1814000000,163000000,1810000000,1700000000,9687000000,7987000000,13118000000
PACCAR Inc.,2019,-,2860300000,8184500000,4619700000,3099200000,4085900000,1153200000,11222700000,2387900000,2883800000,3205400000,326600000,698500000,9706100000,28361100000,18655000000,25599700000
Packaging Corp of America,2019,-,1207400000,2478400000,723800000,917000000,1392600000,794100000,2492800000,696400000,3151700000,1053700000,16000000,557600000,3071000000,7235800000,4164800000,6964300000
Parker Hannifin Corp,2019,-,1730140000,7673086000,3151773000,1933425000,2349238000,1678132000,6520831000,1512364000,1768287000,2072901000,294852000,1543939000,5961969000,17576690000,11614721000,14320324000
Paychex Inc,2019,-,1271500000,5677700000,4845000000,1368000000,1498000000,-,796400000,1034400000,408700000,1371300000,-,1223400000,2619500000,8676000000,6056500000,3772500000
Paycom Software Inc,2019,25900000,224263000,1871100000,1753522000,226087000,248827000,1158000,30858000,180576000,238458000,226224000,73080000,306820000,526628000,2486917000,1960289000,737671000
PayPal Holdings Inc,2019,399000000,4561000000,38495000000,26919000000,2998000000,3617000000,-,4965000000,2459000000,1693000000,2719000000,1100000000,4727000000,16885000000,51333000000,34448000000,17772000000
Penn National Gaming Inc,2019,-,703900000,642800000,905600000,57700000,973500000,-,6643800000,43900000,5120200000,571900000,-,1187700000,1852700000,14194500000,12341800000,5301400000
Pentair PLC,2019,-,353000000,1061900000,749000000,407500000,485900000,377400000,1029100000,355700000,283200000,432500000,78900000,540100000,1953900000,4139500000,2185600000,2957200000
People's United Financial Inc,2019,-,240800000,-,-,652400000,-,-,-,520400000,305500000,-,-,-,7947200000,58589800000,50642600000,2269500000
PepsiCo Inc,2019,3000000000,9649000000,17645000000,20461000000,9312000000,12504000000,3338000000,29148000000,7314000000,19305000000,10291000000,711000000,26738000000,14786000000,78547000000,63761000000,67161000000
"PerkinElmer, Inc.",2019,-,363469000,1374379000,762832000,237142000,348974000,356937000,2064041000,227558000,318223000,361973000,189336000,815318000,2813824000,6538564000,3724740000,2883673000
Pfizer Inc,2019,2100000000,12588000000,32803000000,37304000000,17682000000,23640000000,8283000000,35955000000,16273000000,13967000000,10337000000,8650000000,14350000000,63143000000,167489000000.00,104345000000.00,51750000000
Philip Morris International Inc,2019,730000000,10090000000,20514000000,18833000000,9872000000,11406000000,9235000000,26656000000,7185000000,6631000000,10531000000,465000000,8695000000,-11577000000,42875000000,54452000000,29805000000
Phillips 66,2019,63000000,4808000000,14395000000,11646000000,4178000000,5977000000,3776000000,11216000000,3076000000,23786000000,4636000000,54000000,1681000000,24910000000,58720000000,33810000000,109559000000.00
Pinnacle West Capital Corp,2019,-,956726000,1030030000,2078365000,542040000,1462034000,345920000,4832558000,538320000,14522538000,671960000,-,0,5430648000,18479247000,13048599000,3471209000
Pioneer Natural Resources Co,2019,-,3115000000,2191000000,2496000000,987000000,2919000000,205000000,1839000000,756000000,16077000000,1108000000,-,324000000,12119000000,19067000000,6948000000,9304000000
PNC Financial Services Group (The),2019,-,7363000000,-,-,6480000000,-,-,-,5369000000,-,-,-,-,49314000000,410295000000.00,360981000000.00,21624000000
Pool Corp,2019,7842000,298776000,973568000,390846000,317474000,369131000,702274000,499662000,261575000,112246000,341246000,-,583679000,410180000,1483266000,1073086000,3199517000
PPG Industries Inc,2019,283000000,2080000000,6170000000,4375000000,1650000000,2125000000,1710000000,4539000000,1243000000,2983000000,1672000000,432000000,3604000000,5284000000,17708000000,12424000000,15146000000
PPL Corp,2019,-,2427000000,2767000000,4900000000,2155000000,4332000000,332000000,20721000000,1746000000,36482000000,2840000000,-,0,12991000000,45680000000,32689000000,7769000000
Principal Financial Group Inc,2019,-,5493200000,-,-,1693300000,-,-,-,1394200000,967700000,-,-,-,14618000000,276087800000.00,261469800000.00,16222100000
Procter & Gamble Company (The),2019,6751000000,15242000000,22473000000,30011000000,6069000000,9182000000,5017000000,20395000000,3897000000,21271000000,5487000000,1861000000,19084000000,47194000000,115095000000.00,67901000000,67684000000
Progressive Corp. (OH),2019,-,6261600000,-,-,5160300000,-,-,-,3970300000,1213700000,-,-,-,13673200000,54895300000,41222100000,39022300000
Prologis Inc,2019,-,2264034000,1300208000,1050483000,1576185000,2850384000,-,11905877000,1572959000,107468000,991948000,-,451379000,22653127000,40031850000,17378723000,3330621000
Prudential Financial Inc,2019,-,19625000000,-,-,5085000000,-,-,-,4186000000,-,-,-,-,63115000000,896552000000.00,833437000000.00,64807000000
PTC Inc,2019,3600000,285145000,782621000,638155000,20300000,113888000,-,669134000,-27460000,105531000,63042000,246888000,545368000,1201998000,2664588000,1462590000,1255631000
Public Service Enterprise Group Inc,2019,-,3379000000,3231000000,5047000000,1936000000,3680000000,897000000,13743000000,1693000000,35844000000,2345000000,-,-,15089000000,47730000000,32641000000,10076000000
Public Storage,2019,-,2067643000,409743000,-,1456104000,1490109000,-,1902493000,1520534000,-,1465139000,-,71983000,9062911000,11365444000,2302533000,2846823000
PulteGroup Inc,2019,53900000,1077545000,9206511000,906308000,1338829000,1376674000,7680614000,3091613000,1016700000,111713000,1325736000,-,1057813000,5458180000,10715597000,5257417000,10212957000
PVH Corp,2019,526000000,852500000,3238600000,1893900000,754300000,1134300000,1732400000,2819400000,746400000,984500000,870400000,-,4437900000,5827800000,11863700000,6035900000,9656800000
Qorvo Inc,2019,-,810364000,1684841000,435614000,91792000,787881000,511793000,919270000,133125000,1366513000,216466000,450482000,476074000,4359679000,5808024000,1448345000,3090325000
Qualcomm Inc,2019,-,7286000000,16765000000,8935000000,7574000000,8559000000,1400000000,13437000000,4386000000,3081000000,7667000000,5398000000,2195000000,4909000000,32957000000,28048000000,24273000000
"Quanta Services, Inc.",2019,-,526551000,3830986000,2263049000,572287000,918441000,55719000,1292195000,402044000,1386654000,554874000,-,955991000,4050292000,8331682000,4281390000,12112153000
"Quest Diagnostics, Inc.",2019,-,1243000000,2490000000,1990000000,1076000000,1347000000,123000000,3966000000,858000000,1453000000,1231000000,-,1457000000,5641000000,12843000000,7202000000,7726000000
Ralph Lauren Corp,2019,272800000,783800000,3594800000,1200100000,582500000,843700000,817800000,901700000,430900000,1039200000,561800000,-,3168300000,3287200000,5942800000,2655600000,6313000000
"Raymond James Financial, Inc.",2019,-,577000000,11098000000,29743000000,1375000000,1472000000,-,2444000000,1034000000,527000000,1375000000,-,5857000000,6581000000,38830000000,32249000000,8023000000
Raytheon Technologies Corp,2019,-,8883000000,37497000000,34586000000,8243000000,11360000000,10950000000,37788000000,5537000000,12755000000,8966000000,3015000000,8521000000,41774000000,139716000000.00,97942000000,77046000000
Realty Income Corp,2019,-,1068937000,235980000,515988000,437478000,1052486000,-,7901547000,436482000,-,405227000,-,72641000,9774456000,18554796000,8780340000,1491591000
Regency Centers Corp,2019,-,621271000,115562000,213705000,182302000,675152000,-,3919544000,239430000,-,369912000,-,74984000,6213348000,11132253000,4918905000,1133138000
"Regeneron Pharmaceuticals, Inc.",2019,-,2430000000,7689100000,2096600000,2429100000,2664500000,1415500000,713900000,2115800000,2890400000,2209800000,3036600000,1834800000,11089700000,14805200000,3715500000,7863400000
Regions Financial Corp (New),2019,-,2581000000,-,-,1985000000,-,-,-,1582000000,1960000000,-,-,-,16295000000,126240000000.00,109945000000.00,6755000000
Republic Services Inc,2019,-,2352100000,1606000000,3064600000,1401500000,2772900000,56800000,7758600000,1073300000,8383500000,1787200000,-,1091900000,8118200000,22683800000,14565600000,10299400000
ResMed Inc.,2019,-,459051000,1145366000,555991000,534680000,643475000,349641000,1258861000,404592000,387460000,579263000,180651000,645010000,2072193000,4107682000,2035489000,2606572000
